HYPERPARAMS
n_neurons_hl1 = 256
n_neurons_hl2 = 256
discount = 0.99
learning_rate = 0.001
##################################################
EP	reward	steps	d_start	d_end	covered	info
15882	-55.5	100	0.0987	0.0942	0.0045	MAX STEPS 100 REACHED, DISTANCE 0.0942.
15883	-41.2	100	0.0398	0.0287	0.0111	MAX STEPS 100 REACHED, DISTANCE 0.0287.
15884	-43.3	100	0.0400	0.0337	0.0063	MAX STEPS 100 REACHED, DISTANCE 0.0337.
15885	-48.2	100	0.0697	0.0570	0.0127	MAX STEPS 100 REACHED, DISTANCE 0.0570.
15886	-52.7	100	0.0912	0.0781	0.0131	MAX STEPS 100 REACHED, DISTANCE 0.0781.
15887	-52.1	100	0.0808	0.0809	-0.0002	MAX STEPS 100 REACHED, DISTANCE 0.0809.
15888	-49.7	100	0.0809	0.0609	0.0200	MAX STEPS 100 REACHED, DISTANCE 0.0609.
15889	-43.1	100	0.0382	0.0263	0.0118	MAX STEPS 100 REACHED, DISTANCE 0.0263.
15890	-35.0	100	0.0280	0.0120	0.0161	MAX STEPS 100 REACHED, DISTANCE 0.0120.
15891	-56.5	100	0.1113	0.1023	0.0090	MAX STEPS 100 REACHED, DISTANCE 0.1023.
15892	-38.1	100	0.0160	0.0199	-0.0040	MAX STEPS 100 REACHED, DISTANCE 0.0199.
15893	-51.3	100	0.0894	0.0720	0.0174	MAX STEPS 100 REACHED, DISTANCE 0.0720.
15894	-50.7	100	0.0933	0.0574	0.0359	MAX STEPS 100 REACHED, DISTANCE 0.0574.
15895	-52.7	100	0.0871	0.0757	0.0114	MAX STEPS 100 REACHED, DISTANCE 0.0757.
15896	-51.9	100	0.0730	0.0712	0.0018	MAX STEPS 100 REACHED, DISTANCE 0.0712.
15897	-54.3	100	0.0971	0.0885	0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0885.
15898	-54.1	100	0.0965	0.0790	0.0176	MAX STEPS 100 REACHED, DISTANCE 0.0790.
15899	-57.2	100	0.1197	0.0995	0.0203	MAX STEPS 100 REACHED, DISTANCE 0.0995.
15900	-46.6	100	0.0561	0.0396	0.0165	MAX STEPS 100 REACHED, DISTANCE 0.0396.
15901	-52.3	100	0.0853	0.0755	0.0098	MAX STEPS 100 REACHED, DISTANCE 0.0755.
15902	-45.6	100	0.0393	0.0438	-0.0045	MAX STEPS 100 REACHED, DISTANCE 0.0438.
15903	-52.9	100	0.1029	0.0761	0.0268	MAX STEPS 100 REACHED, DISTANCE 0.0761.
15904	-50.3	100	0.0909	0.0580	0.0330	MAX STEPS 100 REACHED, DISTANCE 0.0580.
15905	-49.8	100	0.0790	0.0546	0.0244	MAX STEPS 100 REACHED, DISTANCE 0.0546.
15906	-42.4	100	0.0361	0.0349	0.0013	MAX STEPS 100 REACHED, DISTANCE 0.0349.
15907	-47.5	100	0.0712	0.0486	0.0226	MAX STEPS 100 REACHED, DISTANCE 0.0486.
15908	-51.5	100	0.0934	0.0670	0.0264	MAX STEPS 100 REACHED, DISTANCE 0.0670.
15909	-49.9	100	0.0736	0.0546	0.0190	MAX STEPS 100 REACHED, DISTANCE 0.0546.
15910	-44.9	100	0.0367	0.0401	-0.0033	MAX STEPS 100 REACHED, DISTANCE 0.0401.
15911	-45.6	100	0.0409	0.0428	-0.0018	MAX STEPS 100 REACHED, DISTANCE 0.0428.
15912	-53.7	100	0.0969	0.0803	0.0165	MAX STEPS 100 REACHED, DISTANCE 0.0803.
15913	-49.0	100	0.0791	0.0539	0.0252	MAX STEPS 100 REACHED, DISTANCE 0.0539.
15914	-41.0	100	0.0352	0.0296	0.0056	MAX STEPS 100 REACHED, DISTANCE 0.0296.
15915	-47.0	100	0.0615	0.0485	0.0130	MAX STEPS 100 REACHED, DISTANCE 0.0485.
15916	-57.3	100	0.1073	0.1087	-0.0014	MAX STEPS 100 REACHED, DISTANCE 0.1087.
15917	-51.0	100	0.0917	0.0616	0.0301	MAX STEPS 100 REACHED, DISTANCE 0.0616.
15918	-42.4	100	0.0529	0.0254	0.0276	MAX STEPS 100 REACHED, DISTANCE 0.0254.
15919	-57.4	100	0.1137	0.1087	0.0049	MAX STEPS 100 REACHED, DISTANCE 0.1087.
15920	-47.6	100	0.0620	0.0529	0.0091	MAX STEPS 100 REACHED, DISTANCE 0.0529.
15921	-50.7	100	0.0682	0.0670	0.0012	MAX STEPS 100 REACHED, DISTANCE 0.0670.
15922	-43.3	100	0.0457	0.0307	0.0150	MAX STEPS 100 REACHED, DISTANCE 0.0307.
15923	-46.6	100	0.0479	0.0468	0.0011	MAX STEPS 100 REACHED, DISTANCE 0.0468.
15924	-54.9	100	0.0986	0.0932	0.0054	MAX STEPS 100 REACHED, DISTANCE 0.0932.
15925	-49.5	100	0.0623	0.0566	0.0057	MAX STEPS 100 REACHED, DISTANCE 0.0566.
15926	-45.7	100	0.0520	0.0440	0.0080	MAX STEPS 100 REACHED, DISTANCE 0.0440.
15927	-46.3	100	0.0715	0.0478	0.0237	MAX STEPS 100 REACHED, DISTANCE 0.0478.
15928	-44.7	100	0.0630	0.0257	0.0373	MAX STEPS 100 REACHED, DISTANCE 0.0257.
15929	-54.6	100	0.1104	0.0846	0.0258	MAX STEPS 100 REACHED, DISTANCE 0.0846.
15930	-53.4	100	0.0896	0.0776	0.0120	MAX STEPS 100 REACHED, DISTANCE 0.0776.
15931	-52.0	100	0.1023	0.0582	0.0441	MAX STEPS 100 REACHED, DISTANCE 0.0582.
15932	-48.6	100	0.0842	0.0471	0.0371	MAX STEPS 100 REACHED, DISTANCE 0.0471.
15933	-46.7	100	0.0624	0.0475	0.0150	MAX STEPS 100 REACHED, DISTANCE 0.0475.
15934	-52.0	100	0.1032	0.0667	0.0365	MAX STEPS 100 REACHED, DISTANCE 0.0667.
15935	-47.8	100	0.0556	0.0547	0.0009	MAX STEPS 100 REACHED, DISTANCE 0.0547.
15936	-36.9	100	0.0466	0.0149	0.0317	MAX STEPS 100 REACHED, DISTANCE 0.0149.
15937	-51.7	100	0.1044	0.0615	0.0430	MAX STEPS 100 REACHED, DISTANCE 0.0615.
15938	-51.6	100	0.0957	0.0697	0.0260	MAX STEPS 100 REACHED, DISTANCE 0.0697.
15939	-45.4	100	0.0798	0.0322	0.0475	MAX STEPS 100 REACHED, DISTANCE 0.0322.
15940	-42.1	100	0.0376	0.0364	0.0012	MAX STEPS 100 REACHED, DISTANCE 0.0364.
15941	-45.5	100	0.0767	0.0373	0.0394	MAX STEPS 100 REACHED, DISTANCE 0.0373.
15942	-34.0	100	0.0399	0.0069	0.0330	MAX STEPS 100 REACHED, DISTANCE 0.0069.
15943	-49.5	100	0.0752	0.0621	0.0131	MAX STEPS 100 REACHED, DISTANCE 0.0621.
15944	-55.0	100	0.0917	0.0929	-0.0012	MAX STEPS 100 REACHED, DISTANCE 0.0929.
15945	-48.6	100	0.0754	0.0505	0.0249	MAX STEPS 100 REACHED, DISTANCE 0.0505.
15946	-49.0	100	0.0630	0.0566	0.0064	MAX STEPS 100 REACHED, DISTANCE 0.0566.
15947	-56.4	100	0.1087	0.1019	0.0068	MAX STEPS 100 REACHED, DISTANCE 0.1019.
15948	93.4	24	0.0137	0.0048	0.0089	GOAL!!! DISPLACEMENT 0.0048m @step 24
15949	-42.9	100	0.0692	0.0319	0.0373	MAX STEPS 100 REACHED, DISTANCE 0.0319.
15950	-54.0	100	0.0863	0.0860	0.0003	MAX STEPS 100 REACHED, DISTANCE 0.0860.
15951	-50.3	100	0.0961	0.0542	0.0419	MAX STEPS 100 REACHED, DISTANCE 0.0542.
15952	-39.8	100	0.0369	0.0214	0.0154	MAX STEPS 100 REACHED, DISTANCE 0.0214.
15953	-51.5	100	0.1012	0.0668	0.0344	MAX STEPS 100 REACHED, DISTANCE 0.0668.
15954	77.5	75	0.0222	0.0043	0.0178	GOAL!!! DISPLACEMENT 0.0043m @step 75
15955	-37.4	100	0.0353	0.0176	0.0177	MAX STEPS 100 REACHED, DISTANCE 0.0176.
15956	-52.0	100	0.0753	0.0780	-0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0780.
15957	-41.1	100	0.0506	0.0321	0.0184	MAX STEPS 100 REACHED, DISTANCE 0.0321.
15958	-40.5	100	0.0679	0.0228	0.0451	MAX STEPS 100 REACHED, DISTANCE 0.0228.
15959	-45.9	100	0.0774	0.0506	0.0268	MAX STEPS 100 REACHED, DISTANCE 0.0506.
15960	-47.6	100	0.0925	0.0284	0.0641	MAX STEPS 100 REACHED, DISTANCE 0.0284.
15961	-44.5	100	0.0675	0.0419	0.0256	MAX STEPS 100 REACHED, DISTANCE 0.0419.
15962	-40.6	100	0.0623	0.0173	0.0450	MAX STEPS 100 REACHED, DISTANCE 0.0173.
15963	-44.5	100	0.0434	0.0439	-0.0005	MAX STEPS 100 REACHED, DISTANCE 0.0439.
15964	-55.6	100	0.1012	0.0984	0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0984.
15965	-45.7	100	0.0579	0.0421	0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0421.
15966	-40.6	100	0.0526	0.0284	0.0243	MAX STEPS 100 REACHED, DISTANCE 0.0284.
15967	-38.8	100	0.0155	0.0267	-0.0113	MAX STEPS 100 REACHED, DISTANCE 0.0267.
15968	-55.5	100	0.0952	0.0952	0.0000	MAX STEPS 100 REACHED, DISTANCE 0.0952.
15969	-51.7	100	0.0964	0.0623	0.0341	MAX STEPS 100 REACHED, DISTANCE 0.0623.
15970	-45.1	100	0.0344	0.0427	-0.0083	MAX STEPS 100 REACHED, DISTANCE 0.0427.
15971	-45.0	100	0.0366	0.0403	-0.0037	MAX STEPS 100 REACHED, DISTANCE 0.0403.
15972	-39.9	100	0.0519	0.0217	0.0302	MAX STEPS 100 REACHED, DISTANCE 0.0217.
15973	-43.3	100	0.0297	0.0360	-0.0063	MAX STEPS 100 REACHED, DISTANCE 0.0360.
15974	-49.7	100	0.0897	0.0623	0.0274	MAX STEPS 100 REACHED, DISTANCE 0.0623.
15975	-42.0	100	0.0484	0.0343	0.0141	MAX STEPS 100 REACHED, DISTANCE 0.0343.
15976	-43.8	100	0.0824	0.0376	0.0448	MAX STEPS 100 REACHED, DISTANCE 0.0376.
15977	-44.4	100	0.0352	0.0426	-0.0074	MAX STEPS 100 REACHED, DISTANCE 0.0426.
15978	-53.9	100	0.1044	0.0750	0.0294	MAX STEPS 100 REACHED, DISTANCE 0.0750.
15979	-46.1	100	0.0738	0.0445	0.0294	MAX STEPS 100 REACHED, DISTANCE 0.0445.
15980	-52.7	100	0.1055	0.0686	0.0369	MAX STEPS 100 REACHED, DISTANCE 0.0686.
15981	-47.4	100	0.0697	0.0509	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0509.
15982	-45.4	100	0.0412	0.0440	-0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0440.
15983	-56.1	100	0.1207	0.1000	0.0207	MAX STEPS 100 REACHED, DISTANCE 0.1000.
15984	-53.0	100	0.0888	0.0785	0.0103	MAX STEPS 100 REACHED, DISTANCE 0.0785.
15985	-48.3	100	0.0913	0.0484	0.0429	MAX STEPS 100 REACHED, DISTANCE 0.0484.
15986	-39.5	100	0.0649	0.0148	0.0501	MAX STEPS 100 REACHED, DISTANCE 0.0148.
15987	-40.6	100	0.0255	0.0302	-0.0048	MAX STEPS 100 REACHED, DISTANCE 0.0302.
15988	-56.8	100	0.1123	0.1038	0.0085	MAX STEPS 100 REACHED, DISTANCE 0.1038.
15989	-50.9	100	0.0813	0.0627	0.0186	MAX STEPS 100 REACHED, DISTANCE 0.0627.
15990	-46.2	100	0.0500	0.0475	0.0025	MAX STEPS 100 REACHED, DISTANCE 0.0475.
15991	-55.6	100	0.1062	0.0972	0.0090	MAX STEPS 100 REACHED, DISTANCE 0.0972.
15992	-47.3	100	0.0362	0.0513	-0.0151	MAX STEPS 100 REACHED, DISTANCE 0.0513.
15993	-49.6	100	0.0893	0.0550	0.0343	MAX STEPS 100 REACHED, DISTANCE 0.0550.
15994	-45.3	100	0.0507	0.0414	0.0093	MAX STEPS 100 REACHED, DISTANCE 0.0414.
15995	-51.3	100	0.1023	0.0551	0.0473	MAX STEPS 100 REACHED, DISTANCE 0.0551.
15996	-53.6	100	0.0790	0.0832	-0.0042	MAX STEPS 100 REACHED, DISTANCE 0.0832.
15997	-56.0	100	0.1036	0.1036	-0.0001	MAX STEPS 100 REACHED, DISTANCE 0.1036.
15998	-52.2	100	0.0902	0.0753	0.0149	MAX STEPS 100 REACHED, DISTANCE 0.0753.
15999	-52.6	100	0.1068	0.0677	0.0390	MAX STEPS 100 REACHED, DISTANCE 0.0677.
16000	-46.5	100	0.0736	0.0343	0.0393	MAX STEPS 100 REACHED, DISTANCE 0.0343.
16001	-48.5	100	0.0920	0.0341	0.0580	MAX STEPS 100 REACHED, DISTANCE 0.0341.
16002	-48.1	100	0.0875	0.0414	0.0461	MAX STEPS 100 REACHED, DISTANCE 0.0414.
16003	-43.9	100	0.0524	0.0381	0.0143	MAX STEPS 100 REACHED, DISTANCE 0.0381.
16004	-56.5	100	0.0965	0.1026	-0.0061	MAX STEPS 100 REACHED, DISTANCE 0.1026.
16005	-42.3	100	0.0214	0.0322	-0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0322.
16006	-35.1	100	0.0362	0.0145	0.0217	MAX STEPS 100 REACHED, DISTANCE 0.0145.
16007	-43.4	100	0.0421	0.0398	0.0022	MAX STEPS 100 REACHED, DISTANCE 0.0398.
16008	-45.6	100	0.0463	0.0503	-0.0040	MAX STEPS 100 REACHED, DISTANCE 0.0503.
16009	-50.4	100	0.0985	0.0555	0.0429	MAX STEPS 100 REACHED, DISTANCE 0.0555.
16010	-42.2	100	0.0651	0.0235	0.0416	MAX STEPS 100 REACHED, DISTANCE 0.0235.
16011	-50.3	100	0.0675	0.0622	0.0052	MAX STEPS 100 REACHED, DISTANCE 0.0622.
16012	-55.0	100	0.1029	0.0922	0.0107	MAX STEPS 100 REACHED, DISTANCE 0.0922.
16013	-46.6	100	0.0468	0.0466	0.0002	MAX STEPS 100 REACHED, DISTANCE 0.0466.
16014	-56.5	100	0.1007	0.1098	-0.0091	MAX STEPS 100 REACHED, DISTANCE 0.1098.
16015	-43.4	100	0.0365	0.0358	0.0007	MAX STEPS 100 REACHED, DISTANCE 0.0358.
16016	-42.7	100	0.0774	0.0176	0.0598	MAX STEPS 100 REACHED, DISTANCE 0.0176.
16017	-47.4	100	0.0490	0.0504	-0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0504.
16018	-48.0	100	0.0643	0.0428	0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0428.
16019	-47.8	100	0.0553	0.0577	-0.0024	MAX STEPS 100 REACHED, DISTANCE 0.0577.
16020	-53.6	100	0.0791	0.0865	-0.0075	MAX STEPS 100 REACHED, DISTANCE 0.0865.
16021	-54.2	100	0.1002	0.0826	0.0177	MAX STEPS 100 REACHED, DISTANCE 0.0826.
16022	-131.3	66	0.0912	0.0445	0.0467	ACTUATOR EXCEEDED: l1 = 0.0740 @step 66
16023	-49.2	100	0.0419	0.0593	-0.0173	MAX STEPS 100 REACHED, DISTANCE 0.0593.
16024	-51.1	100	0.0544	0.0701	-0.0157	MAX STEPS 100 REACHED, DISTANCE 0.0701.
16025	-134.4	84	0.0916	0.0174	0.0742	ACTUATOR EXCEEDED: l1 = 0.0740 @step 84
16026	-56.0	100	0.0959	0.0986	-0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0986.
16027	-42.2	100	0.0722	0.0279	0.0443	MAX STEPS 100 REACHED, DISTANCE 0.0279.
16028	-55.2	100	0.0863	0.0889	-0.0026	MAX STEPS 100 REACHED, DISTANCE 0.0889.
16029	-51.3	100	0.0967	0.0573	0.0394	MAX STEPS 100 REACHED, DISTANCE 0.0573.
16030	-55.3	100	0.0866	0.0973	-0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0973.
16031	-46.3	100	0.0240	0.0448	-0.0208	MAX STEPS 100 REACHED, DISTANCE 0.0448.
16032	-55.4	100	0.0787	0.1002	-0.0215	MAX STEPS 100 REACHED, DISTANCE 0.1002.
16033	-44.3	100	0.0154	0.0500	-0.0347	MAX STEPS 100 REACHED, DISTANCE 0.0500.
16034	-44.6	100	0.0914	0.0279	0.0635	MAX STEPS 100 REACHED, DISTANCE 0.0279.
16035	88.0	33	0.0582	0.0031	0.0551	GOAL!!! DISPLACEMENT 0.0031m @step 33
16036	-44.1	100	0.0364	0.0345	0.0019	MAX STEPS 100 REACHED, DISTANCE 0.0345.
16037	-45.1	100	0.0272	0.0465	-0.0193	MAX STEPS 100 REACHED, DISTANCE 0.0465.
16038	-48.9	100	0.0476	0.0582	-0.0106	MAX STEPS 100 REACHED, DISTANCE 0.0582.
16039	-44.9	100	0.0295	0.0450	-0.0155	MAX STEPS 100 REACHED, DISTANCE 0.0450.
16040	-43.6	100	0.0340	0.0329	0.0011	MAX STEPS 100 REACHED, DISTANCE 0.0329.
16041	-43.3	100	0.0395	0.0386	0.0008	MAX STEPS 100 REACHED, DISTANCE 0.0386.
16042	-49.3	100	0.0354	0.0580	-0.0226	MAX STEPS 100 REACHED, DISTANCE 0.0580.
16043	-42.6	100	0.0421	0.0326	0.0095	MAX STEPS 100 REACHED, DISTANCE 0.0326.
16044	-47.5	100	0.0668	0.0505	0.0163	MAX STEPS 100 REACHED, DISTANCE 0.0505.
16045	-46.7	100	0.0928	0.0367	0.0561	MAX STEPS 100 REACHED, DISTANCE 0.0367.
16046	-53.3	100	0.0908	0.0755	0.0153	MAX STEPS 100 REACHED, DISTANCE 0.0755.
16047	-46.6	100	0.0216	0.0560	-0.0344	MAX STEPS 100 REACHED, DISTANCE 0.0560.
16048	-42.0	100	0.0126	0.0285	-0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0285.
16049	-55.6	100	0.0928	0.0946	-0.0018	MAX STEPS 100 REACHED, DISTANCE 0.0946.
16050	-48.5	100	0.0429	0.0551	-0.0121	MAX STEPS 100 REACHED, DISTANCE 0.0551.
16051	-49.4	100	0.0373	0.0628	-0.0256	MAX STEPS 100 REACHED, DISTANCE 0.0628.
16052	-50.8	100	0.1114	0.0546	0.0568	MAX STEPS 100 REACHED, DISTANCE 0.0546.
16053	-53.6	100	0.0787	0.0819	-0.0032	MAX STEPS 100 REACHED, DISTANCE 0.0819.
16054	-46.7	100	0.0679	0.0426	0.0253	MAX STEPS 100 REACHED, DISTANCE 0.0426.
16055	-45.1	100	0.0265	0.0409	-0.0143	MAX STEPS 100 REACHED, DISTANCE 0.0409.
16056	-53.4	100	0.0800	0.0799	0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0799.
16057	-37.3	100	0.0400	0.0199	0.0201	MAX STEPS 100 REACHED, DISTANCE 0.0199.
16058	-56.5	100	0.1028	0.1003	0.0025	MAX STEPS 100 REACHED, DISTANCE 0.1003.
16059	-52.7	100	0.1128	0.0676	0.0451	MAX STEPS 100 REACHED, DISTANCE 0.0676.
16060	-52.2	100	0.0756	0.0746	0.0011	MAX STEPS 100 REACHED, DISTANCE 0.0746.
16061	-42.6	100	0.0249	0.0425	-0.0176	MAX STEPS 100 REACHED, DISTANCE 0.0425.
16062	-55.4	100	0.0930	0.0949	-0.0020	MAX STEPS 100 REACHED, DISTANCE 0.0949.
16063	-47.6	100	0.0910	0.0318	0.0592	MAX STEPS 100 REACHED, DISTANCE 0.0318.
16064	-49.6	100	0.0796	0.0550	0.0246	MAX STEPS 100 REACHED, DISTANCE 0.0550.
16065	-49.6	100	0.0716	0.0620	0.0096	MAX STEPS 100 REACHED, DISTANCE 0.0620.
16066	-48.5	100	0.0533	0.0550	-0.0017	MAX STEPS 100 REACHED, DISTANCE 0.0550.
16067	-41.9	100	0.0588	0.0325	0.0263	MAX STEPS 100 REACHED, DISTANCE 0.0325.
16068	-47.7	100	0.0588	0.0519	0.0069	MAX STEPS 100 REACHED, DISTANCE 0.0519.
16069	-145.0	95	0.0983	0.0265	0.0718	ACTUATOR EXCEEDED: l1 = 0.0740 @step 95
16070	-46.5	100	0.0432	0.0499	-0.0067	MAX STEPS 100 REACHED, DISTANCE 0.0499.
16071	-37.0	100	0.0297	0.0221	0.0076	MAX STEPS 100 REACHED, DISTANCE 0.0221.
16072	-52.9	100	0.0853	0.0843	0.0010	MAX STEPS 100 REACHED, DISTANCE 0.0843.
16073	-54.1	100	0.0993	0.0825	0.0169	MAX STEPS 100 REACHED, DISTANCE 0.0825.
16074	-40.9	100	0.0597	0.0190	0.0407	MAX STEPS 100 REACHED, DISTANCE 0.0190.
16075	-46.7	100	0.0563	0.0477	0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0477.
16076	-42.0	100	0.0331	0.0316	0.0015	MAX STEPS 100 REACHED, DISTANCE 0.0316.
16077	-53.1	100	0.0796	0.0744	0.0052	MAX STEPS 100 REACHED, DISTANCE 0.0744.
16078	-37.9	100	0.0300	0.0170	0.0130	MAX STEPS 100 REACHED, DISTANCE 0.0170.
16079	-50.8	100	0.0939	0.0657	0.0283	MAX STEPS 100 REACHED, DISTANCE 0.0657.
16080	-51.9	100	0.0804	0.0712	0.0093	MAX STEPS 100 REACHED, DISTANCE 0.0712.
16081	-51.8	100	0.0766	0.0730	0.0035	MAX STEPS 100 REACHED, DISTANCE 0.0730.
16082	-31.9	100	0.0303	0.0079	0.0225	MAX STEPS 100 REACHED, DISTANCE 0.0079.
16083	-58.0	100	0.1136	0.1114	0.0022	MAX STEPS 100 REACHED, DISTANCE 0.1114.
16084	-49.1	100	0.0626	0.0614	0.0012	MAX STEPS 100 REACHED, DISTANCE 0.0614.
16085	-47.3	100	0.0443	0.0552	-0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0552.
16086	-47.9	100	0.0957	0.0406	0.0551	MAX STEPS 100 REACHED, DISTANCE 0.0406.
16087	-49.0	100	0.0765	0.0553	0.0213	MAX STEPS 100 REACHED, DISTANCE 0.0553.
16088	-44.3	100	0.0515	0.0377	0.0137	MAX STEPS 100 REACHED, DISTANCE 0.0377.
16089	-48.0	100	0.0523	0.0537	-0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0537.
16090	-53.7	100	0.1131	0.0806	0.0325	MAX STEPS 100 REACHED, DISTANCE 0.0806.
16091	-51.0	100	0.0695	0.0702	-0.0007	MAX STEPS 100 REACHED, DISTANCE 0.0702.
16092	-57.4	100	0.1155	0.1130	0.0025	MAX STEPS 100 REACHED, DISTANCE 0.1130.
16093	-35.3	100	0.0252	0.0160	0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0160.
16094	-40.3	100	0.0364	0.0255	0.0109	MAX STEPS 100 REACHED, DISTANCE 0.0255.
16095	-48.1	100	0.0951	0.0447	0.0505	MAX STEPS 100 REACHED, DISTANCE 0.0447.
16096	-47.2	100	0.0623	0.0462	0.0160	MAX STEPS 100 REACHED, DISTANCE 0.0462.
16097	-42.5	100	0.0183	0.0308	-0.0125	MAX STEPS 100 REACHED, DISTANCE 0.0308.
16098	-44.5	100	0.0719	0.0422	0.0297	MAX STEPS 100 REACHED, DISTANCE 0.0422.
16099	-55.2	100	0.0934	0.0885	0.0049	MAX STEPS 100 REACHED, DISTANCE 0.0885.
16100	-48.6	100	0.0961	0.0519	0.0442	MAX STEPS 100 REACHED, DISTANCE 0.0519.
16101	-41.2	100	0.0425	0.0245	0.0180	MAX STEPS 100 REACHED, DISTANCE 0.0245.
16102	-49.0	100	0.0606	0.0611	-0.0005	MAX STEPS 100 REACHED, DISTANCE 0.0611.
16103	-48.3	100	0.0535	0.0519	0.0016	MAX STEPS 100 REACHED, DISTANCE 0.0519.
16104	-48.8	100	0.0706	0.0496	0.0210	MAX STEPS 100 REACHED, DISTANCE 0.0496.
16105	-42.0	100	0.0529	0.0311	0.0218	MAX STEPS 100 REACHED, DISTANCE 0.0311.
16106	-44.9	100	0.0755	0.0485	0.0270	MAX STEPS 100 REACHED, DISTANCE 0.0485.
16107	-57.2	100	0.1101	0.1074	0.0027	MAX STEPS 100 REACHED, DISTANCE 0.1074.
16108	-49.7	100	0.0819	0.0557	0.0262	MAX STEPS 100 REACHED, DISTANCE 0.0557.
16109	-44.0	100	0.0634	0.0265	0.0368	MAX STEPS 100 REACHED, DISTANCE 0.0265.
16110	-50.4	100	0.0742	0.0636	0.0106	MAX STEPS 100 REACHED, DISTANCE 0.0636.
16111	-51.8	100	0.0781	0.0755	0.0026	MAX STEPS 100 REACHED, DISTANCE 0.0755.
16112	-47.0	100	0.0461	0.0515	-0.0054	MAX STEPS 100 REACHED, DISTANCE 0.0515.
16113	-56.0	100	0.1122	0.1025	0.0097	MAX STEPS 100 REACHED, DISTANCE 0.1025.
16114	-42.2	100	0.0560	0.0218	0.0342	MAX STEPS 100 REACHED, DISTANCE 0.0218.
16115	-40.3	100	0.0551	0.0232	0.0319	MAX STEPS 100 REACHED, DISTANCE 0.0232.
16116	-55.4	100	0.1087	0.0880	0.0207	MAX STEPS 100 REACHED, DISTANCE 0.0880.
16117	-42.4	100	0.0501	0.0273	0.0228	MAX STEPS 100 REACHED, DISTANCE 0.0273.
16118	-46.1	100	0.0582	0.0348	0.0235	MAX STEPS 100 REACHED, DISTANCE 0.0348.
16119	-53.7	100	0.1012	0.0797	0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0797.
16120	-50.8	100	0.1006	0.0691	0.0315	MAX STEPS 100 REACHED, DISTANCE 0.0691.
16121	-48.1	100	0.0655	0.0575	0.0080	MAX STEPS 100 REACHED, DISTANCE 0.0575.
16122	-53.8	100	0.0920	0.0805	0.0114	MAX STEPS 100 REACHED, DISTANCE 0.0805.
16123	-47.6	100	0.0771	0.0644	0.0127	MAX STEPS 100 REACHED, DISTANCE 0.0644.
16124	-48.8	100	0.0862	0.0506	0.0355	MAX STEPS 100 REACHED, DISTANCE 0.0506.
16125	-43.3	100	0.0347	0.0335	0.0013	MAX STEPS 100 REACHED, DISTANCE 0.0335.
16126	-51.8	100	0.0861	0.0755	0.0105	MAX STEPS 100 REACHED, DISTANCE 0.0755.
16127	-46.5	100	0.0388	0.0453	-0.0065	MAX STEPS 100 REACHED, DISTANCE 0.0453.
16128	69.0	91	0.0343	0.0038	0.0305	GOAL!!! DISPLACEMENT 0.0038m @step 91
16129	-52.2	100	0.0771	0.0704	0.0068	MAX STEPS 100 REACHED, DISTANCE 0.0704.
16130	-44.1	100	0.0277	0.0442	-0.0166	MAX STEPS 100 REACHED, DISTANCE 0.0442.
16131	-40.7	100	0.0273	0.0266	0.0007	MAX STEPS 100 REACHED, DISTANCE 0.0266.
16132	-51.5	100	0.0844	0.0623	0.0221	MAX STEPS 100 REACHED, DISTANCE 0.0623.
16133	-51.7	100	0.0849	0.0640	0.0209	MAX STEPS 100 REACHED, DISTANCE 0.0640.
16134	-51.3	100	0.0779	0.0699	0.0080	MAX STEPS 100 REACHED, DISTANCE 0.0699.
16135	-53.9	100	0.0959	0.0766	0.0193	MAX STEPS 100 REACHED, DISTANCE 0.0766.
16136	-50.9	100	0.0709	0.0695	0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0695.
16137	-44.8	100	0.0324	0.0334	-0.0010	MAX STEPS 100 REACHED, DISTANCE 0.0334.
16138	-42.0	100	0.0370	0.0231	0.0139	MAX STEPS 100 REACHED, DISTANCE 0.0231.
16139	-57.2	100	0.1156	0.0961	0.0194	MAX STEPS 100 REACHED, DISTANCE 0.0961.
16140	-54.1	100	0.0939	0.0866	0.0073	MAX STEPS 100 REACHED, DISTANCE 0.0866.
16141	-50.8	100	0.0834	0.0605	0.0229	MAX STEPS 100 REACHED, DISTANCE 0.0605.
16142	-47.6	100	0.0679	0.0473	0.0206	MAX STEPS 100 REACHED, DISTANCE 0.0473.
